Modelo,Val_Acc,Val_Recall,Val_Precision,Val_F1,Val_ROC_AUC
Logistic_Regression,0.7411988582302569,0.7841726618705036,0.5069767441860465,0.615819209039548,0.8338087615289399
Random_Forest,0.7706945765937203,0.7302158273381295,0.5501355013550135,0.6275115919629057,0.8395790482749635
XGBoost,0.7602283539486203,0.7553956834532374,0.5329949238578681,0.625,0.8374942995151098
